Modèle,RMSE,MAE,R²,MAPE (%),CV R² (mean),CV R² (std)
Gradient Boosting,37.06064712091647,8.397728529051083,0.8921572112107596,83.04177216128167,0.8972201351028296,0.0251360582050356
XGBoost,37.533098999520575,8.431220054626465,0.8893901109695435,76.9230842590332,0.9003081798553467,0.018072613769028623
Random Forest,37.80008264144012,9.055884321216991,0.8878109134215098,89.24863602604715,0.8858195747089918,0.026976972240960285
Linear Regression,42.88623939896703,11.390406331916974,0.8555887442144237,145.89448929688356,0.855012163494637,0.07149974023141567
Ridge Regression,43.233620997832126,11.344470077984813,0.8532397862751535,145.44673362990451,0.8568949413008371,0.06668242161952104
Lasso Regression,43.86772583494278,11.375317561625094,0.848903169454167,143.11055860326732,0.8561479817484068,0.06477690100956361
LightGBM,45.40743521397531,10.293402760805238,0.8381103599675009,108.24565328570014,0.8248282446405433,0.07382228593985105
