code_insee,nb_accidents,nb_accidents_graves,nb_accidents_mortels,gravite_moyenne,age_moyen_victimes,lat_moyenne,long_moyenne,nb_accidents_nuit,nb_accidents_pluie,nb_accidents_mouille,annee_min,annee_max,taux_accidents_graves,taux_accidents_mortels,nom_commune,nb_amenagements,longueur_totale_amenagements,longueur_moyenne_amenagement,nb_voies_principales,nb_voies_residentielles,nb_pistes_cyclables,nb_double_sens,nb_sens_unique,nb_asphalt,nb_autres_revetements,ratio_pistes_cyclables,ratio_double_sens,nb_compteurs,comptage_total_commune,comptage_moyen_commune,comptage_max_commune,nom_commune_pop,population,departement,ratio_amenagements_par_accident,longueur_amenagement_par_accident,taux_risque_par_km,taux_risque_par_habitant,taux_risque_grave_par_habitant,densite_pop_amenagement,risque_eleve,categorie_risque,est_paris
77226,2,0,0,3.0,51.0,0.0,0.0,0,0,0,2006.0,2012.0,0.0,0.0,Héricy,14.0,3720.0,265.7142857142857,3.0,4.0,0.0,8.0,5.0,4.0,10.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,Héricy,2511,77,7.0,1860.0,0.5376344086021505,7.964954201513341,0.0,675.0,0,Faible,0
77227,1,0,0,4.0,58.0,,,0,0,0,2019.0,2019.0,0.0,0.0,Hermé,1.0,319.0,319.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Hermé,622,77,1.0,319.0,3.134796238244514,16.077170418006432,0.0,1949.8432601880877,0,Très faible,0
77229,2,0,0,4.0,63.5,0.0,0.0,0,0,0,2012.0,2012.0,0.0,0.0,La Houssaye-en-Brie,9.0,965.0,107.22222222222223,5.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,La Houssaye-en-Brie,1675,77,4.5,482.5,2.072538860103627,11.940298507462687,0.0,1735.7512953367875,0,Faible,0
77230,1,1,0,2.0,39.0,0.0,0.0,1,0,0,2011.0,2011.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Ichy,159,77,0.0,0.0,0.0,62.89308176100629,62.89308176100629,0.0,0,Très faible,0
77231,1,0,0,4.0,55.0,,,0,0,0,2023.0,2023.0,0.0,0.0,Isles-les-Meldeuses,1.0,261.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Isles-les-Meldeuses,799,77,1.0,261.0,3.8314176245210727,12.51564455569462,0.0,3061.302681992337,0,Très faible,0
77232,1,0,0,3.0,46.0,48.91566,2.81503,0,0,0,2017.0,2017.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Isles-lès-Villenoy,1140,77,0.0,0.0,0.0,8.771929824561404,0.0,0.0,0,Très faible,0
77234,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Jablines,6.0,370.0,61.666666666666664,1.0,0.0,5.0,1.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,Jablines,683,77,6.0,370.0,0.0,0.0,0.0,1845.945945945946,0,Très faible,0
77236,1,0,0,4.0,14.0,,,1,0,0,2023.0,2023.0,0.0,0.0,Jaulnes,1.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaulnes,345,77,1.0,112.0,8.928571428571429,28.985507246376812,0.0,3080.3571428571427,0,Très faible,0
77237,1,0,0,3.0,58.0,0.0,0.0,0,1,0,2013.0,2013.0,0.0,0.0,Jossigny,31.0,1948.0,62.83870967741935,0.0,0.0,27.0,0.0,0.0,8.0,23.0,0.8709677419354839,0.0,0.0,0.0,0.0,0.0,Jossigny,641,77,31.0,1948.0,0.513347022587269,15.600624024960998,0.0,329.05544147843943,0,Très faible,0
77238,4,0,0,3.5,32.0,48.9228325,3.1383575,0,1,1,2008.0,2018.0,0.0,0.0,Jouarre,20.0,2634.0,131.7,8.0,1.0,0.0,11.0,3.0,20.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,Jouarre,4304,77,5.0,658.5,1.5186028853454823,9.293680297397769,0.0,1634.0167046317388,0,Faible,0
77240,1,0,0,3.0,65.0,48.797,3.275,0,0,1,2006.0,2006.0,0.0,0.0,Jouy-sur-Morin,1.0,168.0,168.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Jouy-sur-Morin,2212,77,1.0,168.0,5.952380952380952,4.520795660036166,0.0,13166.666666666666,0,Très faible,0
77241,1,0,0,4.0,44.0,0.0,0.0,0,0,0,2006.0,2006.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Juilly,2020,77,0.0,0.0,0.0,4.9504950495049505,0.0,0.0,0,Très faible,0
77242,1,0,0,4.0,10.0,,,0,0,0,2021.0,2021.0,0.0,0.0,Jutigny,3.0,224.0,74.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Jutigny,537,77,3.0,224.0,4.464285714285714,18.6219739292365,0.0,2397.3214285714284,0,Très faible,0
77243,3,1,1,2.6666666666666665,27.666666666666668,0.0,0.0,1,0,0,2005.0,2022.0,0.3333333333333333,0.3333333333333333,Lagny-sur-Marne,472.0,62127.0,131.625,72.0,253.0,19.0,274.0,161.0,121.0,351.0,0.04025423728813559,0.5805084745762712,0.0,0.0,0.0,0.0,Lagny-sur-Marne,21191,77,157.33333333333334,20709.0,0.04828818388140422,1.4156953423623237,0.47189844745410786,341.0916348769456,0,Faible,0
77244,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Larchant,50.0,19382.0,387.64,0.0,0.0,0.0,1.0,0.0,1.0,49.0,0.0,0.02,0.0,0.0,0.0,0.0,Larchant,713,77,50.0,19382.0,0.0,0.0,0.0,36.786709317923844,0,Très faible,0
77245,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Laval-en-Brie,2.0,149.0,74.5,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Laval-en-Brie,395,77,2.0,149.0,0.0,0.0,0.0,2651.0067114093963,0,Très faible,0
77247,3,0,0,3.3333333333333335,33.0,48.758175,3.3469949999999997,1,1,1,2013.0,2023.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Lescherolles,435,77,0.0,0.0,0.0,68.9655172413793,0.0,0.0,0,Faible,0
77248,1,0,0,4.0,67.0,,,0,0,0,2020.0,2020.0,0.0,0.0,Lesches,3.0,1393.0,464.3333333333333,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Lesches,772,77,3.0,1393.0,0.7178750897343862,12.953367875647668,0.0,554.1995692749462,0,Très faible,0
77249,4,0,0,3.25,38.5,0.0,0.0,0,0,0,2007.0,2013.0,0.0,0.0,Lésigny,78.0,15546.0,199.30769230769232,1.0,23.0,11.0,23.0,4.0,22.0,56.0,0.14102564102564102,0.2948717948717949,0.0,0.0,0.0,0.0,Lésigny,7102,77,19.5,3886.5,0.2573009134182426,5.632216277105041,0.0,456.83777177408984,0,Faible,0
77251,8,0,0,3.125,51.0,18.23806875,0.95188625,1,0,2,2008.0,2014.0,0.0,0.0,Lieusaint,521.0,75490.0,144.89443378119003,39.0,79.0,58.0,74.0,92.0,229.0,292.0,0.11132437619961612,0.1420345489443378,0.0,0.0,0.0,0.0,Lieusaint,13808,77,65.125,9436.25,0.10597430123195126,5.793742757821553,0.0,182.91164392634786,1,Modéré,0
77252,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Limoges-Fourches,22.0,4766.0,216.63636363636363,8.0,6.0,0.0,18.0,1.0,21.0,1.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,Limoges-Fourches,573,77,22.0,4766.0,0.0,0.0,0.0,120.22660511959715,0,Très faible,0
77253,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Lissy,6.0,728.0,121.33333333333333,0.0,6.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Lissy,330,77,6.0,728.0,0.0,0.0,0.0,453.2967032967033,0,Très faible,0
77254,1,0,0,3.0,61.0,,,0,0,0,2022.0,2022.0,0.0,0.0,Liverdy-en-Brie,8.0,3652.0,456.5,2.0,2.0,0.0,4.0,1.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0,0.0,Liverdy-en-Brie,1306,77,8.0,3652.0,0.2738225629791895,7.656967840735069,0.0,357.61226725082145,0,Très faible,0
77255,2,0,0,3.0,53.5,0.0,0.0,2,0,0,2010.0,2010.0,0.0,0.0,Livry-sur-Seine,15.0,2766.0,184.4,0.0,14.0,0.0,10.0,4.0,1.0,14.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Livry-sur-Seine,2215,77,7.5,1383.0,0.7230657989877078,9.029345372460496,0.0,800.7953723788864,0,Faible,0
77257,1,0,0,3.0,74.0,,,0,0,0,2020.0,2020.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Lizy-sur-Ourcq,3519,77,0.0,0.0,0.0,2.841716396703609,0.0,0.0,0,Très faible,0
77258,5,0,0,3.4,27.2,9.768170000000001,0.527724,2,0,2,2008.0,2013.0,0.0,0.0,Lognes,157.0,20147.0,128.3248407643312,17.0,27.0,20.0,52.0,15.0,87.0,70.0,0.12738853503184713,0.33121019108280253,0.0,0.0,0.0,0.0,Lognes,14650,77,31.4,4029.4,0.2481759070829404,3.4129692832764507,0.0,727.1554077530154,0,Faible,0
77259,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Longperrier,13.0,1027.0,79.0,11.0,0.0,2.0,1.0,11.0,10.0,3.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,Longperrier,2669,77,13.0,1027.0,0.0,0.0,0.0,2598.831548198637,0,Très faible,0
77260,1,1,0,2.0,86.0,0.0,0.0,0,1,1,2014.0,2014.0,1.0,0.0,Longueville,10.0,759.0,75.9,3.0,0.0,2.0,1.0,4.0,8.0,2.0,0.2,0.1,0.0,0.0,0.0,0.0,Longueville,1800,77,10.0,759.0,1.3175230566534915,5.555555555555555,5.555555555555555,2371.5415019762845,0,Très faible,0
77261,1,0,0,3.0,33.0,48.244,2.903,0,0,0,2007.0,2007.0,0.0,0.0,Lorrez-le-Bocage-Préaux,9.0,908.0,100.88888888888889,3.0,4.0,1.0,7.0,1.0,0.0,9.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,Lorrez-le-Bocage-Préaux,1213,77,9.0,908.0,1.1013215859030836,8.244023083264633,0.0,1335.9030837004404,0,Très faible,0
77264,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Lumigny-Nesles-Ormeaux,26.0,3472.0,133.53846153846155,1.0,0.0,0.0,1.0,2.0,0.0,26.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,Lumigny-Nesles-Ormeaux,1497,77,26.0,3472.0,0.0,0.0,0.0,431.16359447004606,0,Très faible,0
77265,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Luzancy,8.0,3037.0,379.625,1.0,3.0,0.0,5.0,0.0,1.0,7.0,0.0,0.625,0.0,0.0,0.0,0.0,Luzancy,1070,77,8.0,3037.0,0.0,0.0,0.0,352.32136977280214,0,Très faible,0
77266,1,1,0,2.0,52.0,48.445,2.855,1,0,1,2013.0,2013.0,1.0,0.0,Machault,1.0,404.0,404.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Machault,786,77,1.0,404.0,2.4752475247524752,12.722646310432571,12.722646310432571,1945.5445544554455,0,Très faible,0
77267,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,La Madeleine-sur-Loing,1.0,2608.0,2608.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,La Madeleine-sur-Loing,350,77,1.0,2608.0,0.0,0.0,0.0,134.20245398773005,0,Très faible,0
77268,2,0,0,3.5,54.0,0.0,0.0,1,0,0,2005.0,2005.0,0.0,0.0,Magny-le-Hongre,33.0,10057.0,304.75757575757575,1.0,2.0,8.0,2.0,1.0,7.0,26.0,0.24242424242424243,0.06060606060606061,0.0,0.0,0.0,0.0,Magny-le-Hongre,9064,77,16.5,5028.5,0.19886646117132345,2.206531332744925,0.0,901.2628020284378,0,Faible,0
77269,1,0,0,3.0,51.0,48.54271,2.70629,0,0,0,2017.0,2017.0,0.0,0.0,Maincy,38.0,6777.0,178.3421052631579,14.0,13.0,3.0,20.0,9.0,27.0,11.0,0.07894736842105263,0.5263157894736842,0.0,0.0,0.0,0.0,Maincy,1833,77,38.0,6777.0,0.14755791648221928,5.455537370430987,0.0,270.4736609119079,0,Très faible,0
77270,2,0,0,3.5,34.5,,,0,0,0,2019.0,2019.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Maisoncelles-en-Brie,958,77,0.0,0.0,0.0,20.8768267223382,0.0,0.0,0,Faible,0
77272,1,0,0,3.0,27.0,48.54431,3.1437,0,0,0,2017.0,2017.0,0.0,0.0,Maison-Rouge,1.0,294.0,294.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Maison-Rouge,858,77,1.0,294.0,3.4013605442176873,11.655011655011656,0.0,2918.367346938776,0,Très faible,0
77273,2,1,0,2.5,52.0,0.0,0.0,1,1,1,2015.0,2020.0,0.5,0.0,Marchémoret,1.0,561.0,561.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Marchémoret,604,77,0.5,280.5,3.5650623885918,33.11258278145695,16.556291390728475,1076.6488413547236,0,Faible,0
77274,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Marcilly,1.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcilly,459,77,1.0,120.0,0.0,0.0,0.0,3825.0,0,Très faible,0
77276,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Mareuil-lès-Meaux,18.0,1875.0,104.16666666666667,10.0,2.0,1.0,7.0,6.0,9.0,9.0,0.05555555555555555,0.3888888888888889,0.0,0.0,0.0,0.0,Mareuil-lès-Meaux,3304,77,18.0,1875.0,0.0,0.0,0.0,1762.1333333333334,0,Très faible,0
77277,1,1,0,2.0,13.0,48.73052,2.89573,0,0,0,2015.0,2015.0,1.0,0.0,Marles-en-Brie,9.0,1567.0,174.11111111111111,0.0,8.0,0.0,8.0,0.0,0.0,9.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,Marles-en-Brie,1843,77,9.0,1567.0,0.6381620931716656,5.425935973955507,5.425935973955507,1176.1327377153798,0,Très faible,0
77278,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Marolles-en-Brie,4.0,421.0,105.25,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,Marolles-en-Brie,412,77,4.0,421.0,0.0,0.0,0.0,978.6223277909739,0,Très faible,0
77279,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Marolles-sur-Seine,8.0,3457.0,432.125,0.0,0.0,4.0,0.0,0.0,1.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,Marolles-sur-Seine,1812,77,8.0,3457.0,0.0,0.0,0.0,524.1538906566387,0,Très faible,0
77280,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Mary-sur-Marne,4.0,446.0,111.5,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,Mary-sur-Marne,1114,77,4.0,446.0,0.0,0.0,0.0,2497.7578475336322,0,Très faible,0
77281,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Mauperthuis,2.0,297.0,148.5,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauperthuis,480,77,2.0,297.0,0.0,0.0,0.0,1616.1616161616162,0,Très faible,0
77282,1,0,0,4.0,76.0,0.0,0.0,0,0,0,2011.0,2011.0,0.0,0.0,Mauregard,15.0,2473.0,164.86666666666667,8.0,0.0,1.0,4.0,7.0,7.0,8.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,Mauregard,358,77,15.0,2473.0,0.4043671653861707,27.932960893854748,0.0,144.7634452082491,0,Très faible,0
77283,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,May-en-Multien,3.0,520.0,173.33333333333334,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,May-en-Multien,904,77,3.0,520.0,0.0,0.0,0.0,1738.4615384615383,0,Très faible,0
77284,19,0,0,3.8947368421052633,30.210526315789473,0.0,0.0,6,1,3,2005.0,2013.0,0.0,0.0,Meaux,682.0,57243.0,83.93401759530792,27.0,110.0,275.0,84.0,171.0,130.0,552.0,0.4032258064516129,0.12316715542521994,0.0,0.0,0.0,0.0,Meaux,55616,77,35.89473684210526,3012.7894736842104,0.33191831315619374,3.416283084004603,0.0,971.577310762888,1,Modéré,0
77285,4,0,0,3.5,30.5,24.27331,1.3211075,0,0,0,2010.0,2016.0,0.0,0.0,Le Mée-sur-Seine,171.0,16847.0,98.52046783625731,21.0,19.0,20.0,32.0,33.0,129.0,42.0,0.11695906432748537,0.1871345029239766,0.0,0.0,0.0,0.0,Le Mée-sur-Seine,20207,77,42.75,4211.75,0.23743099661660827,1.979512050279606,0.0,1199.4420371579508,0,Faible,0
77286,1,0,0,4.0,49.0,0.0,0.0,0,0,0,2014.0,2014.0,0.0,0.0,Meigneux,2.0,315.0,157.5,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Meigneux,233,77,2.0,315.0,3.1746031746031744,42.918454935622314,0.0,739.6825396825396,0,Très faible,0
77287,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Meilleray,4.0,800.0,200.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Meilleray,502,77,4.0,800.0,0.0,0.0,0.0,627.5,0,Très faible,0
77288,17,1,1,3.235294117647059,32.294117647058826,17.132248235294117,0.9397094117647058,2,1,1,2005.0,2017.0,0.058823529411764705,0.058823529411764705,Melun,401.0,43515.0,108.51620947630923,123.0,111.0,33.0,89.0,202.0,263.0,138.0,0.08229426433915212,0.22194513715710723,0.0,0.0,0.0,0.0,Melun,42367,77,23.58823529411765,2559.705882352941,0.3906698839480639,4.012556942903675,0.23603276134727502,973.6182925428013,1,Modéré,0
77290,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Méry-sur-Marne,4.0,2141.0,535.25,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,Méry-sur-Marne,696,77,4.0,2141.0,0.0,0.0,0.0,325.0817375058384,0,Très faible,0
77291,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Le Mesnil-Amelot,24.0,5756.0,239.83333333333334,4.0,2.0,10.0,8.0,8.0,15.0,9.0,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,Le Mesnil-Amelot,1016,77,24.0,5756.0,0.0,0.0,0.0,176.51146629603892,0,Très faible,0
77292,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Messy,3.0,133.0,44.333333333333336,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Messy,1213,77,3.0,133.0,0.0,0.0,0.0,9120.300751879699,0,Très faible,0
77293,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Misy-sur-Yonne,3.0,982.0,327.3333333333333,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Misy-sur-Yonne,868,77,3.0,982.0,0.0,0.0,0.0,883.9103869653768,0,Très faible,0
77294,11,0,0,3.4545454545454546,42.09090909090909,0.0,0.0,1,1,2,2005.0,2011.0,0.0,0.0,Mitry-Mory,156.0,29249.0,187.49358974358975,46.0,60.0,26.0,66.0,68.0,55.0,101.0,0.16666666666666666,0.4230769230769231,0.0,0.0,0.0,0.0,Mitry-Mory,20627,77,14.181818181818182,2659.0,0.37608123354644607,5.332816211761283,0.0,705.2206913056857,1,Modéré,0
77295,1,1,0,2.0,31.0,0.0,0.0,1,0,0,2015.0,2015.0,1.0,0.0,Moisenay,38.0,5665.0,149.07894736842104,6.0,27.0,0.0,31.0,4.0,25.0,13.0,0.0,0.8157894736842105,0.0,0.0,0.0,0.0,Moisenay,1371,77,38.0,5665.0,0.176522506619594,7.293946024799417,7.293946024799417,242.01235657546337,0,Très faible,0
77296,7,1,0,3.5714285714285716,50.857142857142854,13.895225714285715,0.7413528571428571,2,1,1,2005.0,2017.0,0.14285714285714285,0.0,Moissy-Cramayel,247.0,34740.0,140.64777327935224,5.0,101.0,28.0,102.0,28.0,151.0,96.0,0.11336032388663968,0.41295546558704455,0.0,0.0,0.0,0.0,Moissy-Cramayel,18248,77,35.285714285714285,4962.857142857143,0.20149683362118595,3.836036825953529,0.5480052608505042,525.2734599884859,1,Modéré,0
77297,1,1,0,2.0,80.0,0.0,0.0,0,0,0,2011.0,2011.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Mondreville,325,77,0.0,0.0,0.0,30.76923076923077,30.76923076923077,0.0,0,Très faible,0
77300,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Montceaux-lès-Meaux,8.0,942.0,117.75,2.0,4.0,0.0,7.0,0.0,6.0,2.0,0.0,0.875,0.0,0.0,0.0,0.0,Montceaux-lès-Meaux,624,77,8.0,942.0,0.0,0.0,0.0,662.4203821656051,0,Très faible,0
77302,1,0,0,3.0,11.0,48.29887,2.70018,0,0,0,2015.0,2015.0,0.0,0.0,Montcourt-Fromonville,14.0,5032.0,359.42857142857144,1.0,5.0,1.0,3.0,3.0,1.0,13.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,Montcourt-Fromonville,1925,77,14.0,5032.0,0.1987281399046105,5.194805194805195,0.0,382.5516693163752,0,Très faible,0
77305,6,1,0,3.0,32.0,16.132693333333332,0.98758,2,1,1,2007.0,2015.0,0.16666666666666666,0.0,Montereau-Fault-Yonne,92.0,10417.0,113.22826086956522,22.0,16.0,13.0,18.0,29.0,35.0,57.0,0.14130434782608695,0.1956521739130435,0.0,0.0,0.0,0.0,Montereau-Fault-Yonne,22259,77,15.333333333333334,1736.1666666666667,0.5759815685898051,2.6955388831483895,0.44925648052473155,2136.795622540079,1,Modéré,0
77306,1,0,0,3.0,58.0,0.0,0.0,0,1,0,2008.0,2008.0,0.0,0.0,Montereau-sur-le-Jard,25.0,4835.0,193.4,6.0,11.0,3.0,19.0,0.0,21.0,4.0,0.12,0.76,0.0,0.0,0.0,0.0,Montereau-sur-le-Jard,495,77,25.0,4835.0,0.20682523267838676,20.2020202020202,0.0,102.37849017580145,0,Très faible,0
77307,3,0,0,3.3333333333333335,32.333333333333336,0.0,0.0,0,0,0,2006.0,2022.0,0.0,0.0,Montévrain,192.0,18088.0,94.20833333333333,4.0,34.0,64.0,26.0,25.0,43.0,149.0,0.3333333333333333,0.13541666666666666,0.0,0.0,0.0,0.0,Montévrain,13934,77,64.0,6029.333333333333,0.16585581601061478,2.1530070331563085,0.0,770.344980097302,0,Faible,0
77308,2,0,0,3.5,58.0,24.515,1.384,0,0,0,2008.0,2015.0,0.0,0.0,Montgé-en-Goële,2.0,526.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Montgé-en-Goële,720,77,1.0,263.0,3.8022813688212924,27.77777777777778,0.0,1368.8212927756654,0,Faible,0
77309,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Monthyon,1.0,994.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Monthyon,1749,77,1.0,994.0,0.0,0.0,0.0,1759.5573440643864,0,Très faible,0
77312,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Montigny-sur-Loing,10.0,2249.0,224.9,4.0,5.0,0.0,9.0,1.0,6.0,4.0,0.0,0.9,0.0,0.0,0.0,0.0,Montigny-sur-Loing,2621,77,10.0,2249.0,0.0,0.0,0.0,1165.4068474877722,0,Très faible,0
77315,2,0,0,3.5,24.5,48.8848,2.83233,1,0,0,2016.0,2022.0,0.0,0.0,Montry,7.0,706.0,100.85714285714286,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Montry,3799,77,3.5,353.0,2.8328611898017,5.26454330086865,0.0,5381.019830028329,0,Faible,0
77316,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Moret-sur-Loing,153.0,20389.0,133.26143790849673,20.0,56.0,9.0,66.0,46.0,73.0,80.0,0.058823529411764705,0.43137254901960786,0.0,0.0,0.0,0.0,Orvanne,12581,77,153.0,20389.0,0.0,0.0,0.0,617.0484084555397,0,Très faible,0
77317,2,0,0,3.5,37.5,,,0,1,0,2019.0,2019.0,0.0,0.0,Mormant,15.0,1355.0,90.33333333333333,3.0,2.0,3.0,8.0,3.0,1.0,14.0,0.2,0.5333333333333333,0.0,0.0,0.0,0.0,Mormant,5222,77,7.5,677.5,1.4760147601476015,3.8299502106472616,0.0,3853.8745387453873,0,Faible,0
77318,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Mortcerf,17.0,3959.0,232.88235294117646,2.0,10.0,0.0,15.0,2.0,16.0,1.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,Mortcerf,1416,77,17.0,3959.0,0.0,0.0,0.0,357.6660772922455,0,Très faible,0
77320,4,0,0,3.5,24.0,24.410415,1.52134,1,0,0,2007.0,2011.0,0.0,0.0,Mouroux,27.0,6685.0,247.59259259259258,7.0,1.0,14.0,12.0,12.0,10.0,17.0,0.5185185185185185,0.4444444444444444,0.0,0.0,0.0,0.0,Mouroux,5928,77,6.75,1671.25,0.5983545250560958,6.747638326585695,0.0,886.761406133134,0,Faible,0
77322,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Moussy-le-Neuf,25.0,2731.0,109.24,0.0,8.0,0.0,10.0,2.0,6.0,19.0,0.0,0.4,0.0,0.0,0.0,0.0,Moussy-le-Neuf,3270,77,25.0,2731.0,0.0,0.0,0.0,1197.3636030757964,0,Très faible,0
77323,1,0,0,4.0,56.0,49.04774,2.62638,0,1,0,2018.0,2018.0,0.0,0.0,Moussy-le-Vieux,12.0,2801.0,233.41666666666666,5.0,0.0,0.0,8.0,2.0,3.0,9.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Moussy-le-Vieux,1476,77,12.0,2801.0,0.3570153516601214,6.775067750677507,0.0,526.9546590503392,0,Très faible,0
