code_insee,nb_accidents,nb_accidents_graves,nb_accidents_mortels,gravite_moyenne,age_moyen_victimes,lat_moyenne,long_moyenne,nb_accidents_nuit,nb_accidents_pluie,nb_accidents_mouille,annee_min,annee_max,taux_accidents_graves,taux_accidents_mortels,nom_commune,nb_amenagements,longueur_totale_amenagements,longueur_moyenne_amenagement,nb_voies_principales,nb_voies_residentielles,nb_pistes_cyclables,nb_double_sens,nb_sens_unique,nb_asphalt,nb_autres_revetements,ratio_pistes_cyclables,ratio_double_sens,nb_compteurs,comptage_total_commune,comptage_moyen_commune,comptage_max_commune,nom_commune_pop,population,departement,ratio_amenagements_par_accident,longueur_amenagement_par_accident,taux_risque_par_km,taux_risque_par_habitant,taux_risque_grave_par_habitant,densite_pop_amenagement,risque_eleve,categorie_risque,est_paris
75001,39,5,4,3.6153846153846154,34.07692307692308,0.0,0.0,10,5,5,2005.0,2007.0,0.1282051282051282,0.10256410256410256,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75002,14,3,3,3.357142857142857,35.642857142857146,0.0,0.0,3,2,5,2005.0,2007.0,0.21428571428571427,0.21428571428571427,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Modéré,1
75003,47,3,2,3.7872340425531914,36.48936170212766,0.0,0.0,11,4,4,2005.0,2007.0,0.06382978723404255,0.0425531914893617,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75004,58,12,12,3.3448275862068964,37.3448275862069,0.0,0.0,9,8,8,2005.0,2007.0,0.20689655172413793,0.20689655172413793,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75005,65,8,8,3.5692307692307694,34.87692307692308,0.0,0.0,14,8,10,2005.0,2007.0,0.12307692307692308,0.12307692307692308,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75006,58,9,9,3.4482758620689653,36.62068965517241,0.0,0.0,9,8,9,2005.0,2007.0,0.15517241379310345,0.15517241379310345,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75007,50,9,9,3.32,37.68,0.0,0.0,11,7,8,2005.0,2007.0,0.18,0.18,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75008,58,4,4,3.7241379310344827,39.44827586206897,0.0,0.0,9,7,6,2005.0,2007.0,0.06896551724137931,0.06896551724137931,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75009,36,3,3,3.75,37.083333333333336,0.0,0.0,7,2,3,2005.0,2007.0,0.08333333333333333,0.08333333333333333,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75010,101,16,16,3.504950495049505,33.48514851485149,0.0,0.0,25,7,11,2005.0,2007.0,0.15841584158415842,0.15841584158415842,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Très élevé,1
75011,100,12,12,3.54,30.67,0.0,0.0,17,10,16,2005.0,2007.0,0.12,0.12,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75012,113,10,10,3.6106194690265485,40.6283185840708,0.0,0.0,21,14,16,2005.0,2007.0,0.08849557522123894,0.08849557522123894,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Très élevé,1
75013,78,12,11,3.5256410256410255,37.14102564102564,0.0,0.0,18,11,14,2005.0,2007.0,0.15384615384615385,0.14102564102564102,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75014,50,7,7,3.52,33.14,0.0,0.0,14,9,11,2005.0,2007.0,0.14,0.14,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75015,96,8,7,3.71875,37.6875,0.0,0.0,17,11,13,2005.0,2007.0,0.08333333333333333,0.07291666666666667,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75016,110,8,7,3.727272727272727,44.28181818181818,0.0,0.0,12,2,5,2005.0,2007.0,0.07272727272727272,0.06363636363636363,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Très élevé,1
75017,73,14,13,3.3698630136986303,35.49315068493151,0.0,0.0,16,7,7,2005.0,2007.0,0.1917808219178082,0.1780821917808219,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75018,65,11,11,3.4615384615384617,36.55384615384615,0.0,0.0,16,5,8,2005.0,2007.0,0.16923076923076924,0.16923076923076924,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75019,74,12,12,3.472972972972973,31.83783783783784,0.0,0.0,22,4,4,2005.0,2007.0,0.16216216216216217,0.16216216216216217,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75020,61,5,5,3.639344262295082,32.442622950819676,0.0,0.0,9,8,8,2005.0,2007.0,0.08196721311475409,0.08196721311475409,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,75,0.0,0.0,0.0,0.0,0.0,0.0,1,Élevé,1
75101,487,89,87,3.4209445585215605,45.275154004106774,11.449602112211222,0.5477900330033003,114,61,69,2007.0,2023.0,0.18275154004106775,0.17864476386036962,1er Arrondissement,603.0,40129.0,66.54892205638474,116.0,140.0,92.0,86.0,367.0,421.0,182.0,0.15257048092868988,0.14262023217247097,0.0,0.0,0.0,0.0,Paris 1er Arrondissement,15919,75,1.2381930184804928,82.40041067761807,12.135861845548108,305.9237389283246,55.908034424272884,396.69565650776246,1,Très élevé,1
75102,240,44,43,3.408333333333333,43.80416666666667,11.402319333333333,0.5474178,70,25,33,2007.0,2022.0,0.18333333333333332,0.17916666666666667,2e Arrondissement,381.0,28965.0,76.02362204724409,82.0,139.0,57.0,49.0,257.0,318.0,63.0,0.14960629921259844,0.12860892388451445,0.0,0.0,0.0,0.0,Paris 2e  Arrondissement,21119,75,1.5875,120.6875,8.285862247540134,113.64174440077655,20.834319806809035,729.1213533575004,1,Très élevé,1
75103,392,58,55,3.50765306122449,42.13265306122449,12.128260319148936,0.5848397872340426,106,39,48,2007.0,2023.0,0.14795918367346939,0.14030612244897958,3e Arrondissement,359.0,28726.0,80.016713091922,111.0,92.0,50.0,59.0,240.0,324.0,35.0,0.1392757660167131,0.16434540389972144,0.0,0.0,0.0,0.0,Paris 3e  Arrondissement,32793,75,0.9158163265306123,73.28061224489795,13.646174197591034,119.53770621779039,17.686701430183273,1141.579057300007,1,Très élevé,1
75104,583,102,101,3.423670668953688,44.471698113207545,10.206566573816156,0.4923381615598886,170,63,78,2007.0,2023.0,0.17495711835334476,0.1732418524871355,4e Arrondissement,666.0,42882.0,64.38738738738739,155.0,118.0,136.0,80.0,448.0,563.0,103.0,0.2042042042042042,0.12012012012012012,0.0,0.0,0.0,0.0,Paris 4e  Arrondissement,28324,75,1.1423670668953687,73.5540308747856,13.5954479735087,205.8325095325519,36.01186273125265,660.5102373956439,1,Très élevé,1
75105,514,103,101,3.3385214007782102,39.34630350194553,11.636229057591622,0.5594347382198953,146,55,64,2007.0,2022.0,0.20038910505836577,0.19649805447470817,5e Arrondissement,707.0,50204.0,71.00990099009901,213.0,269.0,75.0,138.0,481.0,583.0,124.0,0.10608203677510608,0.19519094766619519,0.0,0.0,0.0,0.0,Paris 5e  Arrondissement,56841,75,1.3754863813229572,97.67315175097276,10.238228029639073,90.42768424200841,18.120722717756546,1132.2006214644252,1,Très élevé,1
75106,446,82,81,3.39237668161435,41.5,12.101792145015105,0.5776185196374622,116,39,53,2007.0,2022.0,0.18385650224215247,0.18161434977578475,6e Arrondissement,611.0,43843.0,71.75613747954174,222.0,197.0,84.0,136.0,386.0,565.0,46.0,0.13747954173486088,0.2225859247135843,0.0,0.0,0.0,0.0,Paris 6e  Arrondissement,40209,75,1.3699551569506727,98.30269058295964,10.172661542321464,110.92044069735631,20.39344425377403,917.11333622243,1,Très élevé,1
75107,564,76,74,3.551418439716312,39.047872340425535,12.426276878612716,0.5882246820809249,137,51,61,2007.0,2023.0,0.1347517730496454,0.13120567375886524,7e Arrondissement,976.0,88681.0,90.86168032786885,279.0,294.0,107.0,238.0,533.0,672.0,304.0,0.1096311475409836,0.24385245901639344,0.0,0.0,0.0,0.0,Paris 7e  Arrondissement,47947,75,1.7304964539007093,157.23581560283688,6.3598741556816005,117.62988299580788,15.850835297307444,540.6682378412512,1,Très élevé,1
75108,607,48,44,3.7084019769357495,40.84678747940692,11.512970192307693,0.5447210336538462,163,70,87,2007.0,2022.0,0.07907742998352553,0.07248764415156507,8e Arrondissement,1020.0,80873.0,79.28725490196078,329.0,328.0,252.0,152.0,742.0,519.0,501.0,0.24705882352941178,0.14901960784313725,0.0,0.0,0.0,0.0,Paris 8e  Arrondissement,35123,75,1.6803953871499175,133.2339373970346,7.5055951924622555,172.82122825498962,13.666258577000827,434.29822066697164,1,Très élevé,1
75109,411,76,75,3.413625304136253,40.30900243309002,10.680323333333334,0.5106926296296297,102,39,46,2007.0,2023.0,0.18491484184914841,0.18248175182481752,9e Arrondissement,603.0,50470.0,83.69817578772803,169.0,235.0,95.0,54.0,479.0,532.0,71.0,0.15754560530679934,0.08955223880597014,0.0,0.0,0.0,0.0,Paris 9e  Arrondissement,58951,75,1.467153284671533,122.79805352798054,8.143451555379434,69.7189191023053,12.892062899696358,1168.0404200515159,1,Très élevé,1
75110,765,133,131,3.4444444444444446,35.77879581151832,10.259492958015267,0.4954432633587787,224,101,125,2007.0,2023.0,0.1738562091503268,0.17124183006535948,10e Arrondissement,1080.0,66130.0,61.23148148148148,214.0,259.0,243.0,126.0,719.0,970.0,110.0,0.225,0.11666666666666667,0.0,0.0,0.0,0.0,Paris 10e  Arrondissement,83543,75,1.411764705882353,86.44444444444444,11.568123393316196,91.56961085907855,15.919945417329998,1263.314683199758,1,Très élevé,1
75111,1017,141,137,3.521140609636185,38.78859390363815,11.22810139275766,0.546566504178273,290,108,141,2007.0,2023.0,0.13864306784660768,0.13470993117010815,11e Arrondissement,1073.0,90894.0,84.71015843429636,262.0,330.0,304.0,211.0,744.0,959.0,114.0,0.2833178005591799,0.1966449207828518,0.0,0.0,0.0,0.0,Paris 11e  Arrondissement,142583,75,1.0550639134709932,89.37463126843657,11.188857350320152,71.32687627557283,9.888976946760835,1568.6733997843642,1,Très élevé,1
75112,1086,138,131,3.565377532228361,42.957642725598525,10.612093802469136,0.5216786172839506,233,122,144,2007.0,2023.0,0.1270718232044199,0.12062615101289134,12e Arrondissement,2422.0,204903.0,84.60074318744839,516.0,435.0,603.0,404.0,1127.0,1852.0,570.0,0.24896779521056978,0.16680429397192403,0.0,0.0,0.0,0.0,Paris 12e  Arrondissement,140954,75,2.2302025782688766,188.6767955801105,5.300068813048125,77.04641230472353,9.79042808292067,687.9059847830437,1,Très élevé,1
75113,794,116,111,3.5214105793450883,35.704030226700255,12.840600925925926,0.6212099814814815,226,88,128,2007.0,2023.0,0.14609571788413098,0.1397984886649874,13e Arrondissement,1920.0,142406.0,74.16979166666667,460.0,589.0,535.0,449.0,1110.0,1559.0,361.0,0.2786458333333333,0.23385416666666667,0.0,0.0,0.0,0.0,Paris 13e  Arrondissement,178350,75,2.4181360201511337,179.35264483627205,5.575607769335561,44.51920381272778,6.504065040650406,1252.4050952909288,1,Très élevé,1
75114,589,81,78,3.544991511035654,37.21901528013582,9.96532474489796,0.4745884948979592,132,86,101,2007.0,2023.0,0.13752122241086587,0.13242784380305603,14e Arrondissement,1487.0,104631.0,70.36381977135171,411.0,436.0,403.0,254.0,1039.0,1266.0,221.0,0.2710154673839946,0.17081371889710828,0.0,0.0,0.0,0.0,Paris 14e  Arrondissement,136368,75,2.524617996604414,177.64176570458403,5.629306801999407,43.191951190895224,5.939809926082365,1303.3231069185997,1,Très élevé,1
75115,778,113,111,3.526992287917738,41.53341902313625,12.160566734693878,0.571364387755102,211,97,117,2007.0,2022.0,0.14524421593830333,0.14267352185089974,15e Arrondissement,1921.0,153656.0,79.98750650702759,548.0,640.0,434.0,313.0,1254.0,1566.0,355.0,0.22592399791775117,0.1629359708485164,0.0,0.0,0.0,0.0,Paris 15e  Arrondissement,227746,75,2.469151670951157,197.5012853470437,5.063258187119279,34.160863418018316,4.96166782292554,1482.1809756859477,1,Très élevé,1
75116,905,117,114,3.5701657458563534,41.892699115044245,11.325239238410596,0.525648178807947,163,96,100,2007.0,2023.0,0.1292817679558011,0.12596685082872927,16e Arrondissement,2454.0,238110.0,97.02933985330074,699.0,588.0,460.0,499.0,1362.0,1596.0,858.0,0.18744906275468623,0.20334148329258353,0.0,0.0,0.0,0.0,Paris 16e  Arrondissement,162061,75,2.7116022099447514,263.10497237569064,3.800764352610138,55.84317016432084,7.219503767100043,680.6140019318802,1,Très élevé,1
75117,543,63,57,3.6151012891344383,35.35911602209945,12.793758870523416,0.6032792286501377,158,67,76,2007.0,2023.0,0.11602209944751381,0.10497237569060773,17e Arrondissement,1481.0,122855.0,82.95408507765023,455.0,607.0,212.0,350.0,985.0,1115.0,366.0,0.14314652261985145,0.2363268062120189,0.0,0.0,0.0,0.0,Paris 17e  Arrondissement,164413,75,2.72744014732965,226.25230202578268,4.419844532172073,33.026585488982015,3.8318137860144876,1338.2686907329778,1,Très élevé,1
75118,541,78,78,3.500924214417745,49.92236598890943,17.18394825613079,0.8251765122615804,156,79,89,2007.0,2023.0,0.14417744916820702,0.14417744916820702,18e Arrondissement,1474.0,118073.0,80.10379918588873,286.0,627.0,292.0,251.0,978.0,1005.0,469.0,0.19810040705563092,0.17028493894165536,0.0,0.0,0.0,0.0,Paris 18e  Arrondissement,188446,75,2.7245841035120146,218.24953789279112,4.58191119053467,28.708489434639098,4.139116776158687,1596.0126362504552,1,Très élevé,1
75119,676,89,87,3.548816568047337,37.366863905325445,14.642152898550725,0.7126349033816425,191,74,100,2007.0,2023.0,0.13165680473372782,0.128698224852071,19e Arrondissement,1823.0,142417.0,78.1223258365332,385.0,470.0,465.0,212.0,1050.0,1284.0,539.0,0.2550740537575425,0.11629182665935271,0.0,0.0,0.0,0.0,Paris 19e  Arrondissement,181616,75,2.6967455621301775,210.67603550295857,4.746624349621182,37.221390185886705,4.900449299621179,1275.241017575149,1,Très élevé,1
75120,569,84,82,3.5061511423550087,35.84507042253521,10.488575392670157,0.5152432460732984,166,76,98,2007.0,2023.0,0.14762741652021089,0.14411247803163443,20e Arrondissement,1490.0,112170.0,75.28187919463087,228.0,540.0,395.0,225.0,884.0,1155.0,335.0,0.2651006711409396,0.15100671140939598,0.0,0.0,0.0,0.0,Paris 20e  Arrondissement,189805,75,2.618629173989455,197.1353251318102,5.072657573326201,29.978135454808882,4.425594689286373,1692.1191049300169,1,Très élevé,1
77001,1,0,0,4.0,50.0,0.0,0.0,0,0,0,2008.0,2008.0,0.0,0.0,Achères-la-Forêt,8.0,608.0,76.0,7.0,1.0,0.0,8.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Achères-la-Forêt,1154,77,8.0,608.0,1.6447368421052633,8.665511265164644,0.0,1898.0263157894738,0,Très faible,0
77002,1,0,0,4.0,43.0,0.0,0.0,0,0,0,2005.0,2005.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Amillis,811,77,0.0,0.0,0.0,12.330456226880395,0.0,0.0,0,Très faible,0
77004,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Andrezel,2.0,37.0,18.5,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrezel,311,77,2.0,37.0,0.0,0.0,0.0,8405.405405405405,0,Très faible,0
77005,2,0,0,3.5,64.0,,,0,1,1,2021.0,2023.0,0.0,0.0,Annet-sur-Marne,35.0,2803.0,80.08571428571429,5.0,5.0,10.0,5.0,6.0,5.0,30.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,Annet-sur-Marne,3317,77,17.5,1401.5,0.7135212272565109,6.029544769369912,0.0,1183.3749554049234,0,Faible,0
77006,1,0,0,3.0,43.0,0.0,0.0,0,0,0,2013.0,2013.0,0.0,0.0,Arbonne-la-Forêt,5.0,948.0,189.6,3.0,1.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Arbonne-la-Forêt,992,77,5.0,948.0,1.0548523206751055,10.080645161290322,0.0,1046.4135021097047,0,Très faible,0
77008,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Armentières-en-Brie,1.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Armentières-en-Brie,1205,77,1.0,87.0,0.0,0.0,0.0,13850.57471264368,0,Très faible,0
77011,3,0,0,3.3333333333333335,51.666666666666664,32.126666666666665,1.728,2,0,0,2008.0,2013.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Aufferville,483,77,0.0,0.0,0.0,62.11180124223602,0.0,0.0,0,Faible,0
77013,1,0,0,3.0,54.0,48.85045,3.05985,0,1,0,2011.0,2011.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Aulnoy,361,77,0.0,0.0,0.0,27.700831024930746,0.0,0.0,0,Très faible,0
77014,6,0,0,3.0,41.666666666666664,8.068491666666667,0.45564333333333334,4,1,0,2006.0,2017.0,0.0,0.0,Avon,123.0,18275.0,148.5772357723577,49.0,37.0,14.0,43.0,54.0,85.0,38.0,0.11382113821138211,0.34959349593495936,0.0,0.0,0.0,0.0,Avon,13660,77,20.5,3045.8333333333335,0.32831737346101236,4.392386530014641,0.0,747.4692202462381,1,Modéré,0
77016,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bagneaux-sur-Loing,15.0,5524.0,368.26666666666665,5.0,3.0,0.0,8.0,0.0,10.0,5.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,Bagneaux-sur-Loing,1595,77,15.0,5524.0,0.0,0.0,0.0,288.7400434467777,0,Très faible,0
77018,5,0,0,3.4,24.6,0.0,0.0,1,1,1,2006.0,2010.0,0.0,0.0,Bailly-Romainvilliers,60.0,14050.0,234.16666666666666,5.0,4.0,12.0,7.0,10.0,22.0,38.0,0.2,0.11666666666666667,0.0,0.0,0.0,0.0,Bailly-Romainvilliers,7169,77,12.0,2810.0,0.3558718861209964,6.9744734272562425,0.0,510.2491103202847,0,Faible,0
77019,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Balloy,2.0,422.0,211.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Balloy,343,77,2.0,422.0,0.0,0.0,0.0,812.7962085308058,0,Très faible,0
77021,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Barbey,5.0,930.0,186.0,3.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Barbey,153,77,5.0,930.0,0.0,0.0,0.0,164.51612903225805,0,Très faible,0
77022,1,0,0,3.0,64.0,48.43789,2.59292,0,0,0,2018.0,2018.0,0.0,0.0,Barbizon,7.0,1392.0,198.85714285714286,2.0,3.0,0.0,4.0,3.0,4.0,3.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,Barbizon,1241,77,7.0,1392.0,0.7183908045977012,8.058017727639001,0.0,891.5229885057472,0,Très faible,0
77023,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Barcy,7.0,1178.0,168.28571428571428,1.0,3.0,0.0,5.0,0.0,5.0,2.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,Barcy,362,77,7.0,1178.0,0.0,0.0,0.0,307.3005093378608,0,Très faible,0
77024,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bassevelle,2.0,390.0,195.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bassevelle,395,77,2.0,390.0,0.0,0.0,0.0,1012.8205128205128,0,Très faible,0
77025,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bazoches-lès-Bray,13.0,1958.0,150.6153846153846,4.0,8.0,0.0,13.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Bazoches-lès-Bray,875,77,13.0,1958.0,0.0,0.0,0.0,446.88457609805926,0,Très faible,0
77027,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Beaumont-du-Gâtinais,3.0,1057.0,352.3333333333333,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Beaumont-du-Gâtinais,1155,77,3.0,1057.0,0.0,0.0,0.0,1092.7152317880796,0,Très faible,0
77029,1,0,0,3.0,52.0,,,0,0,0,2019.0,2019.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Beauvoir,183,77,0.0,0.0,0.0,54.6448087431694,0.0,0.0,0,Très faible,0
77031,1,0,0,3.0,54.0,48.67685,2.93709,0,0,0,2016.0,2016.0,0.0,0.0,Bernay-Vilbert,1.0,708.0,708.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Bernay-Vilbert,961,77,1.0,708.0,1.4124293785310735,10.405827263267431,0.0,1357.3446327683616,0,Très faible,0
77032,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Beton-Bazoches,1.0,41.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Beton-Bazoches,935,77,1.0,41.0,0.0,0.0,0.0,22804.878048780487,0,Très faible,0
77034,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Blandy,20.0,2284.0,114.2,12.0,7.0,0.0,13.0,6.0,16.0,4.0,0.0,0.65,0.0,0.0,0.0,0.0,Blandy,775,77,20.0,2284.0,0.0,0.0,0.0,339.31698774080564,0,Très faible,0
77037,3,0,0,3.0,62.0,16.15495,0.8999333333333334,0,0,0,2010.0,2011.0,0.0,0.0,Bois-le-Roi,266.0,46905.0,176.3345864661654,45.0,163.0,0.0,206.0,32.0,195.0,71.0,0.0,0.7744360902255639,0.0,0.0,0.0,0.0,Bois-le-Roi,5979,77,88.66666666666667,15635.0,0.06395906619763352,5.017561465127947,0.0,127.47041893188359,0,Faible,0
77038,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissettes,17.0,2253.0,132.52941176470588,5.0,5.0,0.0,6.0,4.0,14.0,3.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,Boissettes,417,77,17.0,2253.0,0.0,0.0,0.0,185.08655126498002,0,Très faible,0
77039,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissise-la-Bertrand,34.0,6368.0,187.2941176470588,12.0,5.0,2.0,16.0,4.0,25.0,9.0,0.058823529411764705,0.47058823529411764,0.0,0.0,0.0,0.0,Boissise-la-Bertrand,1181,77,34.0,6368.0,0.0,0.0,0.0,185.45854271356782,0,Très faible,0
77040,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissise-le-Roi,57.0,10430.0,182.98245614035088,8.0,36.0,3.0,41.0,8.0,11.0,46.0,0.05263157894736842,0.7192982456140351,0.0,0.0,0.0,0.0,Boissise-le-Roi,3700,77,57.0,10430.0,0.0,0.0,0.0,354.7459252157239,0,Très faible,0
77041,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissy-aux-Cailles,4.0,106.0,26.5,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Boissy-aux-Cailles,276,77,4.0,106.0,0.0,0.0,0.0,2603.7735849056603,0,Très faible,0
77042,1,0,0,4.0,11.0,0.0,0.0,0,0,0,2005.0,2005.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Boissy-le-Châtel,3285,77,0.0,0.0,0.0,3.0441400304414006,0.0,0.0,0,Très faible,0
77044,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bombon,13.0,2645.0,203.46153846153845,1.0,11.0,0.0,12.0,1.0,1.0,12.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,Bombon,944,77,13.0,2645.0,0.0,0.0,0.0,356.8998109640832,0,Très faible,0
77046,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boulancourt,2.0,451.0,225.5,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Boulancourt,332,77,2.0,451.0,0.0,0.0,0.0,736.1419068736142,0,Très faible,0
77048,2,0,0,3.0,49.0,0.0,0.0,0,0,0,2006.0,2012.0,0.0,0.0,Bourron-Marlotte,3.0,47.0,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Bourron-Marlotte,2762,77,1.5,23.5,42.5531914893617,7.24112961622013,0.0,58765.95744680851,0,Faible,0
77049,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boutigny,2.0,173.0,86.5,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Boutigny,825,77,2.0,173.0,0.0,0.0,0.0,4768.78612716763,0,Très faible,0
77050,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bransles,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bransles,525,77,1.0,4.0,0.0,0.0,0.0,131250.0,0,Très faible,0
